concept1	concept2	correctclass	ledaclass	conf
PlayboyPlaymate	PublicTransitSystem	+	+	0.666200
Album	Building	+	+	0.675950
Song	CollegeCoach	+	+	0.666200
Writer	Legislature	+	+	0.978717
SoccerPlayer	Road	+	+	0.666200
Scientist	ComicsCreator	-	+	0.666200
RailwayLine	MountainRange	+	+	0.666200
MountainRange	SnookerPlayer	+	+	0.666200
Cardinal	Road	+	+	0.933918
Convention	Mollusca	+	+	0.576393
Brain	Artist	+	+	0.675950
Mayor	Drug	+	+	0.938767
WineRegion	FilmFestival	+	+	0.666200
MotorcycleRacingLeague	ArchitecturalStructure	+	+	0.666200
HistoricPlace	ChemicalSubstance	+	+	0.666200
PoliticalParty	Animal	+	+	0.666200
Artery	PublicTransitSystem	+	+	0.666200
University	Village	+	-	0.211909
Continent	Book	+	+	0.841947
GivenName	FilmFestival	+	+	0.666200
Cricketer	ClubMoss	+	+	0.666200
RugbyPlayer	College	+	+	0.666200
HistoricBuilding	LunarCrater	+	+	0.666200
Restaurant	Book	+	+	0.860525
Lighthouse	Mammal	+	+	0.975094
FilmFestival	Museum	+	+	0.666200
PrimeMinister	Model	-	+	0.666200
Musical	Food	+	+	0.975094
TelevisionEpisode	VideoGame	+	+	0.666200
MilitaryConflict	Magazine	+	+	0.666200
SoftballLeague	RugbyPlayer	+	+	0.666200
Rocket	RugbyLeague	+	+	0.666200
Arachnid	Bone	+	+	0.929940
Library	Athlete	+	+	0.975094
EducationalInstitution	Legislature	+	+	0.666200
Artist	Drug	+	-	0.456360
Company	PersonFunction	+	+	0.666200
MotorcycleRacingLeague	Grape	+	+	0.666200
City	AmericanFootballLeague	+	+	0.666200
MountainRange	Philosopher	+	+	0.666200
VideogamesLeague	Colour	+	+	0.666200
ResearchProject	Bird	+	+	0.666200
Ambassador	Magazine	+	+	0.841947
GaelicGamesPlayer	Non-ProfitOrganisation	+	+	0.666200
Cave	FootballMatch	+	+	0.666200
WrittenWork	EurovisionSongContestEntry	+	+	0.666200
SpeedwayLeague	Bone	+	+	0.666200
AustralianFootballLeague	IceHockeyPlayer	+	+	0.666200
BroadcastNetwork	ProtectedArea	+	+	0.666200
TelevisionShow	BodyOfWater	+	+	0.666200
VolleyballLeague	Senator	+	+	0.666200
Plant	HistoricBuilding	+	+	0.666200
PokerPlayer	Event	+	+	0.666200
AmericanFootballTeam	NaturalPlace	+	+	0.666200
Actor	Colour	+	+	0.639336
Monarch	Nerve	+	+	0.990639
Place	CanadianFootballTeam	+	+	0.666200
Bird	Plant	+	-	0.267366
Newspaper	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
VolleyballLeague	AustralianFootballLeague	+	-	0.145250
MusicalWork	GivenName	+	+	0.666200
SupremeCourtOfTheUnitedStatesCase	SpeedwayLeague	+	+	0.666200
Settlement	Lighthouse	+	+	0.933918
Brain	BaseballPlayer	+	+	0.666200
FigureSkater	Artist	-	+	0.666200
Lighthouse	Planet	+	+	0.841947
Newspaper	EurovisionSongContestEntry	+	+	0.666200
Convention	Chancellor	+	+	0.978717
TelevisionEpisode	Locomotive	+	+	0.666200
WrittenWork	Magazine	-	+	0.666200
Non-ProfitOrganisation	Fish	+	+	0.666200
ChemicalSubstance	Device	+	+	0.666200
Grape	EurovisionSongContestEntry	+	+	0.666200
Holiday	AmericanFootballPlayer	+	+	0.666200
Museum	GolfLeague	+	+	0.666200
AdultActor	Country	+	+	0.666200
AutomobileEngine	Species	+	+	0.666200
BritishRoyalty	HockeyTeam	+	+	0.666200
EurovisionSongContestEntry	WineRegion	+	+	0.666200
Gnetophytes	SoccerPlayer	+	+	0.666200
BasketballTeam	NaturalPlace	+	+	0.666200
Eukaryote	MilitaryConflict	+	+	0.666200
Actor	CricketLeague	+	+	0.666200
Device	Continent	+	-	0.211909
University	Animal	+	+	0.681908
FilmFestival	Library	+	+	0.666200
Astronaut	Mayor	-	+	0.576393
Cyclist	Plant	+	+	0.675950
Lake	MemberOfParliament	+	+	0.666200
Tunnel	Library	+	+	0.938767
LunarCrater	SportsLeague	+	+	0.666200
BaseballPlayer	CanadianFootballTeam	+	+	0.666200
Species	Stadium	+	+	0.978717
Fungus	ShoppingMall	+	+	0.666200
GolfLeague	Locomotive	+	+	0.666200
Artery	WrestlingEvent	+	+	0.666200
CanadianFootballLeague	LacrosseLeague	+	+	0.507089
MilitaryUnit	Stream	+	+	0.666200
GovernmentAgency	Protein	+	+	0.666200
Colour	BodyOfWater	+	+	0.666200
FilmFestival	Insect	+	+	0.666200
TennisPlayer	RouteOfTransportation	+	+	0.666200
RailwayLine	Spacecraft	+	+	0.666200
Town	Cricketer	+	+	0.909096
AutomobileEngine	MusicFestival	+	+	0.666200
ArchitecturalStructure	FloweringPlant	+	+	0.666200
NascarDriver	Mountain	+	+	0.666200
Model	Lighthouse	+	+	0.938767
AmericanFootballTeam	Play	+	+	0.666200
Bird	RoadJunction	+	+	0.666200
Eukaryote	GaelicGamesPlayer	+	+	0.666200
MotorcycleRacingLeague	College	+	+	0.666200
University	ShoppingMall	+	+	0.666200
AdultActor	FormulaOneRacer	-	+	0.666200
BodyOfWater	RecordLabel	+	+	0.666200
Bird	IceHockeyPlayer	+	+	0.666200
Species	Bone	+	+	0.933918
BadmintonPlayer	Boxer	-	+	0.507089
Planet	Automobile	+	+	0.681908
PrimeMinister	WorldHeritageSite	+	+	0.666200
Village	Rocket	+	+	0.933918
Judge	Artery	+	+	0.841947
MusicalArtist	College	+	+	0.666200
ChristianBishop	MusicalWork	+	+	0.666200
FieldHockeyLeague	Game	+	+	0.666200
President	Insect	+	+	0.675950
Work	Cycad	+	+	0.783079
Stadium	LaunchPad	+	+	0.576393
EurovisionSongContestEntry	PowerStation	+	+	0.666200
Theatre	Weapon	+	-	0.456360
Senator	AutomobileEngine	+	+	0.666200
Mayor	Language	+	+	0.978717
Ginkgo	College	+	+	0.859973
Town	IceHockeyLeague	+	+	0.666200
Film	FormulaOneRacer	+	+	0.666200
Organisation	Broadcaster	-	+	0.964325
Musical	GaelicGamesPlayer	+	+	0.666200
Place	GaelicGamesPlayer	+	+	0.666200
RugbyPlayer	BritishRoyalty	-	+	0.666200
Fungus	MountainRange	+	+	0.666200
LunarCrater	Valley	+	+	0.666200
MemberOfParliament	Ship	+	+	0.666200
MixedMartialArtsEvent	Fungus	+	+	0.666200
MilitaryUnit	Currency	+	+	0.666200
Election	FieldHockeyLeague	+	+	0.666200
Disease	Tunnel	+	+	0.978717
BiologicalDatabase	GolfLeague	+	+	0.666200
School	Holiday	+	-	0.400536
Person	Animal	+	-	0.267366
MusicGenre	Criminal	+	+	0.666200
PublicTransitSystem	Eukaryote	+	+	0.666200
Station	Database	+	+	0.933918
Planet	Tunnel	+	+	0.975094
WrittenWork	Conifer	+	+	0.666200
HistoricPlace	PersonFunction	+	+	0.666200
GreenAlga	Animal	+	+	0.666200
GolfLeague	RugbyLeague	+	-	0.145250
Restaurant	Band	+	+	0.738976
TelevisionShow	Drug	+	+	0.666200
Project	Lake	+	+	0.978717
Automobile	FloweringPlant	+	+	0.666200
Name	Magazine	+	+	0.675950
MilitaryConflict	HandballLeague	+	+	0.666200
Event	PrimeMinister	+	+	0.666200
Moss	Embryology	+	+	0.964325
ChristianBishop	Book	+	+	0.666200
PersonFunction	Locomotive	+	+	0.666200
Vein	Ship	+	+	0.984630
ComicsCreator	BasketballTeam	+	+	0.666200
Judge	Gnetophytes	+	+	0.666200
Broadcaster	EthnicGroup	+	+	0.666200
School	FormulaOneRacer	+	+	0.666200
PeriodicalLiterature	ArchitecturalStructure	+	+	0.507089
BasketballLeague	ComicsCreator	+	+	0.666200
RoadJunction	AnatomicalStructure	+	+	0.666200
ArchitecturalStructure	CanadianFootballLeague	+	+	0.666200
Museum	Settlement	+	+	0.933918
Vein	RugbyLeague	+	+	0.666200
Ginkgo	Judge	+	+	0.841947
ChemicalCompound	RailwayTunnel	+	+	0.666200
Monarch	ChemicalCompound	+	+	0.666200
MixedMartialArtsLeague	Park	+	+	0.666200
Chancellor	SoccerClub	+	+	0.666200
MixedMartialArtsEvent	Chancellor	+	+	0.666200
SportsLeague	FieldHockeyLeague	-	+	0.507089
WorldHeritageSite	Building	-	+	0.666200
FilmFestival	AustralianFootballLeague	+	+	0.666200
LegalCase	TelevisionStation	+	+	0.666200
AustralianRulesFootballPlayer	OfficeHolder	-	+	0.666200
University	Website	+	+	0.576393
MemberOfParliament	President	-	+	0.507089
Locomotive	Holiday	+	+	0.978717
Disease	Weapon	+	+	0.929940
SnookerChamp	Park	+	+	0.666200
SnookerWorldRanking	Artery	+	+	0.666200
Judge	Weapon	+	+	0.975094
Olympics	CanadianFootballTeam	+	+	0.666200
NascarDriver	ChristianBishop	-	+	0.666200
AnatomicalStructure	City	+	+	0.666200
ChemicalCompound	Hotel	+	+	0.666200
Stream	MountainRange	+	+	0.666200
FictionalCharacter	WomensTennisAssociationTournament	+	+	0.666200
NaturalPlace	Drug	+	+	0.666200
Governor	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
GolfLeague	Crustacean	+	+	0.666200
ShoppingMall	WorldHeritageSite	-	+	0.666200
BroadcastNetwork	IceHockeyPlayer	+	+	0.666200
SoccerManager	Cardinal	-	+	0.666200
Valley	LacrosseLeague	+	+	0.666200
Organisation	MilitaryPerson	+	+	0.666200
AnatomicalStructure	Rocket	+	+	0.666200
PokerPlayer	Park	+	+	0.666200
Planet	VolleyballLeague	+	+	0.666200
WaterwayTunnel	RouteOfTransportation	-	+	0.666200
Software	Crustacean	+	+	0.978717
FigureSkater	SpaceStation	+	+	0.666200
Eukaryote	PrimeMinister	+	+	0.666200
Library	NaturalPlace	+	+	0.666200
Infrastructure	FloweringPlant	+	+	0.666200
WomensTennisAssociationTournament	ChemicalCompound	+	+	0.666200
Weapon	Continent	+	+	0.850467
Song	Astronaut	+	+	0.964325
Village	GridironFootballPlayer	+	+	0.666200
SnookerWorldRanking	Band	+	+	0.666200
SoccerPlayer	AustralianRulesFootballPlayer	-	+	0.507089
President	Valley	+	+	0.933918
SpeedwayTeam	MixedMartialArtsEvent	+	+	0.666200
Cyclist	GreenAlga	+	+	0.666200
GreenAlga	LegalCase	+	+	0.666200
Newspaper	Fungus	+	+	0.841947
Judge	PublicTransitSystem	+	+	0.666200
MusicFestival	MusicalArtist	+	+	0.507089
Drug	RecordLabel	+	+	0.666200
Place	Song	+	-	0.267366
VideogamesLeague	Lake	+	+	0.666200
SupremeCourtOfTheUnitedStatesCase	ProgrammingLanguage	+	+	0.666200
EurovisionSongContestEntry	CollegeCoach	+	+	0.666200
BasketballTeam	MeanOfTransportation	+	+	0.666200
Scientist	Person	-	-	0.267366
Scientist	Website	+	+	0.909096
AcademicJournal	CricketLeague	+	+	0.666200
Theatre	Settlement	+	-	0.400536
GridironFootballPlayer	Embryology	+	+	0.666200
Event	SoccerClub	+	+	0.666200
SoftballLeague	College	+	+	0.666200
FigureSkater	Airline	+	+	0.666200
PokerPlayer	ComicsCharacter	-	+	0.666200
Airport	Scientist	+	+	0.841947
Hotel	MusicalWork	+	+	0.666200
SnookerWorldRanking	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
IceHockeyPlayer	Architect	-	+	0.666200
Bacteria	Settlement	+	+	0.933918
BasketballTeam	MemberOfParliament	+	+	0.666200
Album	AustralianRulesFootballPlayer	+	+	0.666200
ProgrammingLanguage	FilmFestival	+	+	0.666200
MusicFestival	Eukaryote	+	+	0.666200
Boxer	MilitaryPerson	-	+	0.666200
Congressman	Spacecraft	+	+	0.783079
GovernmentAgency	ResearchProject	+	+	0.666200
Ginkgo	RugbyLeague	+	+	0.666200
Database	PokerPlayer	+	+	0.666200
Bird	Mountain	+	+	0.933918
Philosopher	Bone	+	+	0.889321
SnookerChamp	MeanOfTransportation	+	+	0.666200
BodyOfWater	Infrastructure	+	+	0.666200
Eukaryote	Broadcaster	+	+	0.576393
SpeedwayTeam	MartialArtist	+	+	0.666200
NaturalPlace	Band	+	+	0.666200
PeriodicalLiterature	Protein	+	+	0.666200
Animal	Airport	+	+	0.841947
RouteOfTransportation	EurovisionSongContestEntry	+	+	0.666200
HockeyTeam	Mountain	+	+	0.666200
Criminal	LunarCrater	+	+	0.666200
Eukaryote	Disease	+	+	0.964325
Chancellor	RecordLabel	+	+	0.666200
GreenAlga	Crustacean	+	+	0.666200
Chancellor	Single	+	+	0.978717
NationalCollegiateAthleticAssociationAthlete	Animal	+	+	0.666200
FilmFestival	Lighthouse	+	+	0.666200
MixedMartialArtsLeague	MountainRange	+	+	0.666200
Legislature	WrestlingEvent	+	+	0.666200
BadmintonPlayer	Governor	-	+	0.666200
WrittenWork	AdultActor	+	+	0.666200
Comedian	NascarDriver	-	+	0.666200
NascarDriver	Town	+	+	0.666200
MemberOfParliament	FloweringPlant	+	+	0.666200
Database	AmericanFootballTeam	+	+	0.666200
Name	Single	+	+	0.675950
ProgrammingLanguage	Award	+	+	0.666200
Currency	SnookerChamp	+	+	0.666200
Cycad	Convention	+	+	0.964325
Grape	Station	+	+	0.841947
ArchitecturalStructure	FictionalCharacter	+	+	0.666200
OfficeHolder	Work	+	+	0.975094
Locomotive	IceHockeyPlayer	+	+	0.666200
LegalCase	MeanOfTransportation	+	+	0.666200
Cardinal	ComicsCharacter	-	+	0.666200
SnookerPlayer	MilitaryConflict	+	+	0.666200
Film	OfficeHolder	+	+	0.841947
Race	HockeyTeam	+	+	0.666200
TennisLeague	BadmintonPlayer	+	+	0.666200
MusicFestival	VideogamesLeague	+	+	0.666200
Grape	ArchitecturalStructure	+	+	0.666200
AdministrativeRegion	GrandPrix	+	+	0.666200
Single	Journalist	+	+	0.978717
Actor	YearInSpaceflight	+	+	0.666200
AmericanFootballTeam	AdministrativeRegion	+	+	0.666200
Restaurant	Bone	+	+	0.933918
Wrestler	Astronaut	-	+	0.576393
SpaceStation	Bird	+	+	0.666200
SoccerPlayer	WomensTennisAssociationTournament	+	+	0.666200
PublicTransitSystem	Criminal	+	+	0.666200
MilitaryConflict	GovernmentAgency	+	+	0.666200
SpaceShuttle	SportsEvent	+	+	0.666200
Cardinal	FieldHockeyLeague	+	+	0.666200
Name	Weapon	+	-	0.400536
Stream	MartialArtist	+	+	0.666200
Language	GovernmentAgency	+	+	0.666200
Conifer	GovernmentAgency	+	+	0.666200
VolleyballLeague	Congressman	+	+	0.666200
Band	BritishRoyalty	+	+	0.666200
TelevisionEpisode	Insect	+	+	0.666200
GridironFootballPlayer	SportsTeam	+	+	0.666200
Bone	Moss	+	+	0.929940
SportsTeam	BritishRoyalty	+	+	0.666200
IceHockeyPlayer	LegalCase	+	+	0.666200
Athlete	Race	+	-	0.400536
IceHockeyLeague	GivenName	+	+	0.666200
GrandPrix	ChemicalCompound	+	+	0.666200
BasketballLeague	HistoricBuilding	+	+	0.666200
AdultActor	ArchitecturalStructure	+	+	0.666200
CollegeCoach	Newspaper	+	+	0.666200
BodyOfWater	Cycad	+	+	0.666200
Road	Stadium	+	+	0.675950
Scientist	GreenAlga	+	+	0.666200
GridironFootballPlayer	RecordLabel	+	+	0.666200
Language	Monarch	+	+	0.978717
SpeedwayLeague	VideogamesLeague	+	+	0.507089
ClubMoss	InlineHockeyLeague	+	+	0.666200
Album	Newspaper	+	+	0.532560
Company	ShoppingMall	+	+	0.666200
Conifer	RugbyPlayer	+	+	0.507089
Insect	Band	+	-	0.400536
EducationalInstitution	TradeUnion	+	+	0.666200
Cyclist	Stream	+	+	0.933918
Spacecraft	Person	+	+	0.909096
OlympicResult	Magazine	+	+	0.666200
BodyOfWater	TennisLeague	+	+	0.666200
SupremeCourtOfTheUnitedStatesCase	AmericanFootballPlayer	+	+	0.666200
SpeedwayTeam	RecordLabel	+	+	0.666200
VideoGame	ClubMoss	+	+	0.666200
EducationalInstitution	GolfLeague	+	+	0.666200
Artery	Arachnid	+	+	0.879299
Muscle	Currency	+	+	0.698328
SportsEvent	Valley	+	+	0.666200
GolfLeague	Drug	+	+	0.666200
TelevisionShow	FloweringPlant	+	+	0.666200
FictionalCharacter	RadioStation	+	+	0.666200
FigureSkater	SnookerChamp	-	+	0.666200
Colour	CanadianFootballLeague	+	+	0.666200
Stadium	Place	-	-	0.400536
BaseballPlayer	Work	+	+	0.666200
Plant	Judge	+	+	0.738976
SoccerLeague	Colour	+	+	0.666200
TradeUnion	Museum	+	+	0.666200
Tunnel	Non-ProfitOrganisation	+	+	0.666200
Insect	LacrosseLeague	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	TelevisionStation	+	+	0.666200
RadioStation	GridironFootballPlayer	+	+	0.666200
Film	EthnicGroup	+	+	0.666200
RoadTunnel	ClubMoss	+	+	0.666200
Governor	Magazine	+	+	0.841947
TelevisionEpisode	Lake	+	+	0.666200
Model	Cave	+	+	0.841947
EthnicGroup	Ambassador	+	+	0.666200
Film	HistoricPlace	+	+	0.666200
Archaea	SpeedwayTeam	+	+	0.666200
PopulatedPlace	Fish	+	+	0.666200
OfficeHolder	Broadcaster	+	+	0.576393
GolfPlayer	PeriodicalLiterature	+	+	0.666200
PublicTransitSystem	Park	+	+	0.666200
EurovisionSongContestEntry	VolleyballLeague	+	+	0.666200
BiologicalDatabase	Device	+	+	0.666200
Drug	IceHockeyLeague	+	+	0.666200
GrandPrix	CollegeCoach	+	+	0.666200
Book	Chancellor	+	+	0.639336
Award	OlympicResult	+	+	0.666200
GolfPlayer	Politician	-	+	0.666200
MusicalWork	Musical	-	-	0.145250
Lake	AutoRacingLeague	+	+	0.666200
MartialArtist	NaturalPlace	+	+	0.666200
Person	Archaea	+	+	0.666200
PopulatedPlace	MusicFestival	+	+	0.666200
GivenName	MilitaryPerson	+	+	0.666200
MilitaryUnit	Nerve	+	+	0.666200
Ambassador	SoccerClub	+	+	0.666200
Crustacean	Activity	+	+	0.639336
Country	SnookerWorldRanking	+	+	0.666200
Race	TennisPlayer	+	+	0.666200
Arachnid	Book	+	+	0.975094
Hospital	Cricketer	+	+	0.783079
Governor	Station	+	+	0.841947
Grape	Artist	+	+	0.841947
AcademicJournal	Broadcaster	+	+	0.666200
Mayor	OlympicResult	+	+	0.666200
BasketballTeam	Theatre	+	+	0.666200
University	SpeedwayTeam	+	+	0.666200
Airport	GaelicGamesPlayer	+	+	0.666200
OfficeHolder	NascarDriver	-	+	0.666200
ComicsCreator	SoccerLeague	+	+	0.666200
ChemicalSubstance	PlayboyPlaymate	+	+	0.666200
Colour	Embryology	+	+	0.909096
Organisation	MusicGenre	+	+	0.666200
Mammal	Activity	+	-	0.416358
Muscle	Politician	+	+	0.841947
TennisLeague	Stadium	+	+	0.666200
Grape	Gnetophytes	+	+	0.666200
YearInSpaceflight	Governor	+	+	0.666200
Device	Tunnel	+	-	0.456360
ProtectedArea	Database	+	+	0.666200
Currency	Gnetophytes	+	+	0.666200
GaelicGamesPlayer	MixedMartialArtsEvent	+	+	0.666200
Holiday	IceHockeyPlayer	+	+	0.666200
RecordLabel	Library	+	+	0.666200
MeanOfTransportation	PoliticalParty	+	+	0.666200
ProgrammingLanguage	School	+	+	0.666200
Airport	Album	+	+	0.675950
YearInSpaceflight	InlineHockeyLeague	+	+	0.666200
GridironFootballPlayer	SpaceStation	+	+	0.666200
Beverage	BiologicalDatabase	+	+	0.666200
Writer	University	+	-	0.400536
AmericanFootballTeam	IceHockeyLeague	+	+	0.666200
EthnicGroup	Song	+	+	0.666200
SoftballLeague	Criminal	+	+	0.666200
Website	Conifer	+	+	0.783079
SportsEvent	SnookerChamp	+	+	0.666200
Airline	Food	+	+	0.964325
FictionalCharacter	FloweringPlant	+	+	0.666200
SpaceStation	SportsLeague	+	+	0.666200
Athlete	Fern	+	+	0.909096
FormulaOneRacer	Tunnel	+	+	0.666200
LacrosseLeague	MilitaryConflict	+	+	0.666200
NaturalPlace	Broadcaster	+	+	0.666200
ChemicalCompound	Congressman	+	+	0.666200
OlympicResult	Bridge	+	+	0.666200
MilitaryUnit	PowerStation	+	+	0.666200
PowerStation	ChristianBishop	+	+	0.666200
Convention	Fungus	+	+	0.978717
FormulaOneRacer	ComicsCharacter	-	+	0.666200
College	Park	+	+	0.758556
Airline	City	+	+	0.576393
YearInSpaceflight	CricketLeague	+	+	0.666200
Organisation	Brain	+	-	0.211909
PopulatedPlace	PoliticalParty	+	+	0.666200
Holiday	Reptile	+	+	0.978717
Park	SnookerWorldRanking	+	+	0.666200
Mammal	Hospital	+	+	0.745657
FictionalCharacter	Name	+	+	0.666200
MemberOfParliament	Monarch	-	+	0.666200
Infrastructure	Spacecraft	+	+	0.964325
SoftballLeague	Artist	+	+	0.666200
Sport	SnookerPlayer	+	+	0.666200
TelevisionShow	ProtectedArea	+	+	0.666200
AutoRacingLeague	SoftballLeague	+	+	0.507089
College	EthnicGroup	+	+	0.666200
Ambassador	President	-	-	0.400536
SportsLeague	Website	+	+	0.666200
Brain	LacrosseLeague	+	+	0.666200
Tunnel	Conifer	+	+	0.933918
Cycad	Species	-	+	0.964325
Cycad	GolfLeague	+	+	0.666200
Place	Database	+	+	0.938767
SupremeCourtOfTheUnitedStatesCase	Artery	+	+	0.666200
GreenAlga	Automobile	+	+	0.666200
MixedMartialArtsLeague	Company	+	+	0.666200
Island	SoccerManager	+	+	0.666200
Project	River	+	+	0.978717
EthnicGroup	FootballMatch	+	+	0.666200
MartialArtist	Park	+	+	0.666200
Website	MemberOfParliament	+	+	0.666200
SpaceMission	MixedMartialArtsLeague	+	+	0.666200
University	Lighthouse	+	+	0.675950
SupremeCourtOfTheUnitedStatesCase	MeanOfTransportation	+	+	0.666200
CanadianFootballLeague	Convention	+	+	0.666200
ShoppingMall	Mayor	+	+	0.666200
Disease	Holiday	+	+	0.990639
Planet	Ginkgo	+	+	0.841947
Legislature	Stadium	+	+	0.978717
Non-ProfitOrganisation	Organisation	-	-	0.145250
AustralianRulesFootballPlayer	University	+	+	0.666200
PeriodicalLiterature	Spacecraft	+	+	0.666200
EthnicGroup	Airport	+	+	0.666200
AutoRacingLeague	Museum	+	+	0.666200
ChemicalSubstance	BaseballLeague	+	+	0.666200
Stream	Boxer	+	+	0.933918
Automobile	Settlement	+	+	0.933918
LaunchPad	AcademicJournal	+	+	0.666200
TelevisionShow	Astronaut	+	+	0.666200
CollegeCoach	SnookerWorldRanking	+	+	0.666200
Olympics	EducationalInstitution	+	+	0.666200
AutomobileEngine	SoccerManager	+	+	0.666200
Continent	Work	+	+	0.841947
FigureSkater	Settlement	+	+	0.666200
Mayor	Holiday	+	+	0.978717
Gnetophytes	Cricketer	+	+	0.666200
SnookerWorldRanking	Rocket	+	+	0.666200
Model	Congressman	-	-	0.211909
TelevisionEpisode	Person	+	+	0.666200
Weapon	SoccerClub	+	+	0.666200
MusicFestival	EurovisionSongContestEntry	+	+	0.666200
EducationalInstitution	RugbyLeague	+	+	0.666200
SnookerPlayer	VideogamesLeague	+	+	0.666200
Embryology	Broadcaster	+	+	0.964325
Award	Play	+	-	0.211909
IceHockeyLeague	ComicsCreator	+	+	0.666200
Spacecraft	HistoricBuilding	+	+	0.666200
IceHockeyPlayer	GrandPrix	+	+	0.666200
SoccerManager	AustralianRulesFootballPlayer	-	+	0.666200
SoccerManager	VideoGame	+	+	0.666200
PowerStation	Animal	+	+	0.666200
SnookerWorldRanking	Governor	+	+	0.666200
Aircraft	InlineHockeyLeague	+	+	0.666200
EducationalInstitution	Country	+	+	0.666200
Archaea	GivenName	+	+	0.666200
Newspaper	Ambassador	+	+	0.841947
RugbyPlayer	BodyOfWater	+	+	0.666200
EducationalInstitution	Cave	+	+	0.666200
PlayboyPlaymate	PokerPlayer	-	+	0.507089
Valley	RailwayTunnel	+	+	0.666200
WrittenWork	RadioStation	+	+	0.666200
NaturalPlace	Bird	+	+	0.666200
TennisLeague	FieldHockeyLeague	+	+	0.507089
OfficeHolder	Colour	+	+	0.933918
Stadium	LunarCrater	+	+	0.666200
MotorcycleRacingLeague	MusicalArtist	+	+	0.666200
SoccerLeague	GridironFootballPlayer	+	+	0.666200
Cave	Software	+	+	0.978717
BasketballLeague	Chancellor	+	+	0.666200
EthnicGroup	Philosopher	+	+	0.666200
Infrastructure	BiologicalDatabase	+	+	0.666200
PoliticalParty	OlympicResult	+	+	0.666200
SoccerManager	Senator	-	+	0.666200
Protein	HistoricPlace	+	+	0.666200
Song	GaelicGamesPlayer	+	+	0.666200
WrittenWork	Aircraft	+	+	0.666200
AmericanFootballTeam	Band	+	+	0.666200
Stadium	Lake	+	+	0.933918
WineRegion	RugbyLeague	+	+	0.666200
GridironFootballPlayer	Vein	+	+	0.666200
Event	Mollusca	+	+	0.783079
RecordLabel	Organisation	-	+	0.666200
AdministrativeRegion	Language	+	+	0.666200
Name	Beverage	+	-	0.456360
AcademicJournal	Mollusca	+	+	0.666200
TelevisionShow	GivenName	+	+	0.666200
Vein	Hospital	+	+	0.841947
Judge	Work	+	+	0.975094
RailwayLine	HistoricBuilding	+	+	0.666200
Film	EducationalInstitution	+	+	0.666200
GovernmentAgency	GridironFootballPlayer	+	+	0.666200
Database	GreenAlga	+	+	0.666200
BasketballTeam	Project	+	+	0.666200
CricketLeague	PopulatedPlace	+	+	0.666200
Congressman	School	+	+	0.933918
PublicTransitSystem	InlineHockeyLeague	+	+	0.666200
AutomobileEngine	MixedMartialArtsLeague	+	+	0.666200
FootballMatch	ComicsCharacter	+	+	0.666200
WrittenWork	President	+	+	0.666200
TennisPlayer	Animal	+	+	0.666200
RoadTunnel	LegalCase	+	+	0.666200
PoloLeague	Game	+	+	0.666200
Mountain	Language	+	+	0.841947
NascarDriver	Cardinal	-	+	0.666200
PeriodicalLiterature	Settlement	+	+	0.666200
CanadianFootballTeam	Name	+	+	0.666200
Airport	Brain	+	+	0.841947
Database	VideogamesLeague	+	+	0.666200
Non-ProfitOrganisation	Lymph	+	+	0.666200
Non-ProfitOrganisation	River	+	+	0.666200
Philosopher	Nerve	+	+	0.933918
Saint	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
FootballMatch	Country	+	+	0.666200
Saint	AmericanFootballTeam	+	+	0.666200
Brain	MusicFestival	+	+	0.666200
Infrastructure	SpeedwayTeam	+	+	0.666200
