concept1	concept2	correctclass	ledaclass	conf
PlayboyPlaymate	PublicTransitSystem	+	+	0.694679
Album	Building	+	+	0.720180
Song	CollegeCoach	+	+	0.694679
Writer	Legislature	+	+	0.995573
SoccerPlayer	Road	+	+	0.694679
Scientist	ComicsCreator	-	+	0.694679
RailwayLine	MountainRange	+	+	0.694679
MountainRange	SnookerPlayer	+	+	0.694679
Cardinal	Road	+	+	0.910110
Convention	Mollusca	+	+	0.705867
Brain	Artist	+	+	0.720180
Mayor	Drug	+	+	0.948349
WineRegion	FilmFestival	+	+	0.694679
MotorcycleRacingLeague	ArchitecturalStructure	+	+	0.694679
HistoricPlace	ChemicalSubstance	+	+	0.694679
PoliticalParty	Animal	+	+	0.694679
Artery	PublicTransitSystem	+	+	0.694679
University	Village	+	-	0.363317
Continent	Book	+	+	0.720180
GivenName	FilmFestival	+	+	0.694679
Cricketer	ClubMoss	+	+	0.694679
RugbyPlayer	College	+	+	0.694679
HistoricBuilding	LunarCrater	+	+	0.694679
Restaurant	Book	+	+	0.948349
Lighthouse	Mammal	+	+	0.948349
FilmFestival	Museum	+	+	0.694679
PrimeMinister	Model	-	+	0.694679
Musical	Food	+	+	0.948349
TelevisionEpisode	VideoGame	+	+	0.694679
MilitaryConflict	Magazine	+	+	0.694679
SoftballLeague	RugbyPlayer	+	+	0.694679
Rocket	RugbyLeague	+	+	0.694679
Arachnid	Bone	+	+	0.980337
Library	Athlete	+	+	0.948349
EducationalInstitution	Legislature	+	+	0.694679
Artist	Drug	+	+	0.720180
Company	PersonFunction	+	+	0.694679
MotorcycleRacingLeague	Grape	+	+	0.694679
City	AmericanFootballLeague	+	+	0.694679
MountainRange	Philosopher	+	+	0.694679
VideogamesLeague	Colour	+	+	0.694679
ResearchProject	Bird	+	+	0.694679
Ambassador	Magazine	+	+	0.720180
GaelicGamesPlayer	Non-ProfitOrganisation	+	+	0.694679
Cave	FootballMatch	+	+	0.694679
WrittenWork	EurovisionSongContestEntry	+	+	0.694679
SpeedwayLeague	Bone	+	+	0.694679
AustralianFootballLeague	IceHockeyPlayer	+	+	0.694679
BroadcastNetwork	ProtectedArea	+	+	0.694679
TelevisionShow	BodyOfWater	+	+	0.694679
VolleyballLeague	Senator	+	+	0.694679
Plant	HistoricBuilding	+	+	0.694679
PokerPlayer	Event	+	+	0.694679
AmericanFootballTeam	NaturalPlace	+	+	0.694679
Actor	Colour	+	+	0.691816
Monarch	Nerve	+	+	0.969250
Place	CanadianFootballTeam	+	+	0.694679
Bird	Plant	+	-	0.410185
Newspaper	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
VolleyballLeague	AustralianFootballLeague	+	-	0.166376
MusicalWork	GivenName	+	+	0.694679
SupremeCourtOfTheUnitedStatesCase	SpeedwayLeague	+	+	0.694679
Settlement	Lighthouse	+	+	0.910110
Brain	BaseballPlayer	+	+	0.694679
FigureSkater	Artist	-	+	0.694679
Lighthouse	Planet	+	+	0.720180
Newspaper	EurovisionSongContestEntry	+	+	0.694679
Convention	Chancellor	+	+	0.969250
TelevisionEpisode	Locomotive	+	+	0.694679
WrittenWork	Magazine	-	-	0.165610
Non-ProfitOrganisation	Fish	+	+	0.694679
ChemicalSubstance	Device	+	+	0.694679
Grape	EurovisionSongContestEntry	+	+	0.694679
Holiday	AmericanFootballPlayer	+	+	0.694679
Museum	GolfLeague	+	+	0.694679
AdultActor	Country	+	+	0.694679
AutomobileEngine	Species	+	+	0.694679
BritishRoyalty	HockeyTeam	+	+	0.694679
EurovisionSongContestEntry	WineRegion	+	+	0.694679
Gnetophytes	SoccerPlayer	+	+	0.694679
BasketballTeam	NaturalPlace	+	+	0.694679
Eukaryote	MilitaryConflict	+	+	0.694679
Actor	CricketLeague	+	+	0.694679
Device	Continent	+	-	0.363317
University	Animal	+	-	0.363317
FilmFestival	Library	+	+	0.694679
Astronaut	Mayor	-	+	0.705867
Cyclist	Plant	+	+	0.720180
Lake	MemberOfParliament	+	+	0.694679
Tunnel	Library	+	+	0.948349
LunarCrater	SportsLeague	+	+	0.694679
BaseballPlayer	CanadianFootballTeam	+	+	0.694679
Species	Stadium	+	+	0.969250
Fungus	ShoppingMall	+	+	0.694679
GolfLeague	Locomotive	+	+	0.694679
Artery	WrestlingEvent	+	+	0.694679
CanadianFootballLeague	LacrosseLeague	+	+	0.547097
MilitaryUnit	Stream	+	+	0.694679
GovernmentAgency	Protein	+	+	0.694679
Colour	BodyOfWater	+	+	0.694679
FilmFestival	Insect	+	+	0.694679
TennisPlayer	RouteOfTransportation	+	+	0.694679
RailwayLine	Spacecraft	+	+	0.694679
Town	Cricketer	+	+	0.705867
AutomobileEngine	MusicFestival	+	+	0.694679
ArchitecturalStructure	FloweringPlant	+	+	0.694679
NascarDriver	Mountain	+	+	0.694679
Model	Lighthouse	+	+	0.948349
AmericanFootballTeam	Play	+	+	0.694679
Bird	RoadJunction	+	+	0.694679
Eukaryote	GaelicGamesPlayer	+	+	0.694679
MotorcycleRacingLeague	College	+	+	0.694679
University	ShoppingMall	+	+	0.694679
AdultActor	FormulaOneRacer	-	+	0.694679
BodyOfWater	RecordLabel	+	+	0.694679
Bird	IceHockeyPlayer	+	+	0.694679
Species	Bone	+	+	0.910110
BadmintonPlayer	Boxer	-	+	0.547097
Planet	Automobile	+	+	0.720180
PrimeMinister	WorldHeritageSite	+	+	0.694679
Village	Rocket	+	+	0.910110
Judge	Artery	+	+	0.720180
MusicalArtist	College	+	+	0.694679
ChristianBishop	MusicalWork	+	+	0.694679
FieldHockeyLeague	Game	+	+	0.694679
President	Insect	+	+	0.720180
Work	Cycad	+	+	0.904220
Stadium	LaunchPad	+	+	0.705867
EurovisionSongContestEntry	PowerStation	+	+	0.694679
Theatre	Weapon	+	+	0.505541
Senator	AutomobileEngine	+	+	0.694679
Mayor	Language	+	+	0.969250
Ginkgo	College	+	+	0.986344
Town	IceHockeyLeague	+	+	0.694679
Film	FormulaOneRacer	+	+	0.694679
Organisation	Broadcaster	-	+	0.719406
Musical	GaelicGamesPlayer	+	+	0.694679
Place	GaelicGamesPlayer	+	+	0.694679
RugbyPlayer	BritishRoyalty	-	+	0.694679
Fungus	MountainRange	+	+	0.694679
LunarCrater	Valley	+	+	0.694679
MemberOfParliament	Ship	+	+	0.694679
MixedMartialArtsEvent	Fungus	+	+	0.694679
MilitaryUnit	Currency	+	+	0.694679
Election	FieldHockeyLeague	+	+	0.694679
Disease	Tunnel	+	+	0.969250
BiologicalDatabase	GolfLeague	+	+	0.694679
School	Holiday	+	-	0.363317
Person	Animal	+	-	0.184796
MusicGenre	Criminal	+	+	0.694679
PublicTransitSystem	Eukaryote	+	+	0.694679
Station	Database	+	+	0.910110
Planet	Tunnel	+	+	0.948349
WrittenWork	Conifer	+	+	0.694679
HistoricPlace	PersonFunction	+	+	0.694679
GreenAlga	Animal	+	+	0.694679
GolfLeague	RugbyLeague	+	-	0.166376
Restaurant	Band	+	+	0.758258
TelevisionShow	Drug	+	+	0.694679
Project	Lake	+	+	0.969250
Automobile	FloweringPlant	+	+	0.694679
Name	Magazine	+	+	0.720180
MilitaryConflict	HandballLeague	+	+	0.694679
Event	PrimeMinister	+	+	0.694679
Moss	Embryology	+	+	0.967095
ChristianBishop	Book	+	+	0.694679
PersonFunction	Locomotive	+	+	0.694679
Vein	Ship	+	+	0.691816
ComicsCreator	BasketballTeam	+	+	0.694679
Judge	Gnetophytes	+	+	0.694679
Broadcaster	EthnicGroup	+	+	0.694679
School	FormulaOneRacer	+	+	0.694679
PeriodicalLiterature	ArchitecturalStructure	+	+	0.547097
BasketballLeague	ComicsCreator	+	+	0.694679
RoadJunction	AnatomicalStructure	+	+	0.694679
ArchitecturalStructure	CanadianFootballLeague	+	+	0.694679
Museum	Settlement	+	+	0.691816
Vein	RugbyLeague	+	+	0.694679
Ginkgo	Judge	+	+	0.720180
ChemicalCompound	RailwayTunnel	+	+	0.694679
Monarch	ChemicalCompound	+	+	0.694679
MixedMartialArtsLeague	Park	+	+	0.694679
Chancellor	SoccerClub	+	+	0.694679
MixedMartialArtsEvent	Chancellor	+	+	0.694679
SportsLeague	FieldHockeyLeague	-	-	0.095332
WorldHeritageSite	Building	-	+	0.694679
FilmFestival	AustralianFootballLeague	+	+	0.694679
LegalCase	TelevisionStation	+	+	0.694679
AustralianRulesFootballPlayer	OfficeHolder	-	+	0.694679
University	Website	+	+	0.705867
MemberOfParliament	President	-	+	0.547097
Locomotive	Holiday	+	+	0.995573
Disease	Weapon	+	+	0.874821
SnookerChamp	Park	+	+	0.694679
SnookerWorldRanking	Artery	+	+	0.694679
Judge	Weapon	+	+	0.948349
Olympics	CanadianFootballTeam	+	+	0.694679
NascarDriver	ChristianBishop	-	+	0.694679
AnatomicalStructure	City	+	+	0.694679
ChemicalCompound	Hotel	+	+	0.694679
Stream	MountainRange	+	+	0.694679
FictionalCharacter	WomensTennisAssociationTournament	+	+	0.694679
NaturalPlace	Drug	+	+	0.694679
Governor	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
GolfLeague	Crustacean	+	+	0.694679
ShoppingMall	WorldHeritageSite	-	+	0.694679
BroadcastNetwork	IceHockeyPlayer	+	+	0.694679
SoccerManager	Cardinal	-	+	0.694679
Valley	LacrosseLeague	+	+	0.694679
Organisation	MilitaryPerson	+	+	0.694679
AnatomicalStructure	Rocket	+	+	0.694679
PokerPlayer	Park	+	+	0.694679
Planet	VolleyballLeague	+	+	0.694679
WaterwayTunnel	RouteOfTransportation	-	-	0.165610
Software	Crustacean	+	+	0.995573
FigureSkater	SpaceStation	+	+	0.694679
Eukaryote	PrimeMinister	+	+	0.694679
Library	NaturalPlace	+	+	0.694679
Infrastructure	FloweringPlant	+	+	0.694679
WomensTennisAssociationTournament	ChemicalCompound	+	+	0.694679
Weapon	Continent	+	+	0.910110
Song	Astronaut	+	+	0.967095
Village	GridironFootballPlayer	+	+	0.694679
SnookerWorldRanking	Band	+	+	0.694679
SoccerPlayer	AustralianRulesFootballPlayer	-	+	0.547097
President	Valley	+	+	0.691816
SpeedwayTeam	MixedMartialArtsEvent	+	+	0.694679
Cyclist	GreenAlga	+	+	0.694679
GreenAlga	LegalCase	+	+	0.694679
Newspaper	Fungus	+	+	0.720180
Judge	PublicTransitSystem	+	+	0.694679
MusicFestival	MusicalArtist	+	+	0.547097
Drug	RecordLabel	+	+	0.694679
Place	Song	+	-	0.184796
VideogamesLeague	Lake	+	+	0.694679
SupremeCourtOfTheUnitedStatesCase	ProgrammingLanguage	+	+	0.694679
EurovisionSongContestEntry	CollegeCoach	+	+	0.694679
BasketballTeam	MeanOfTransportation	+	+	0.694679
Scientist	Person	-	-	0.019391
Scientist	Website	+	+	0.705867
AcademicJournal	CricketLeague	+	+	0.694679
Theatre	Settlement	+	-	0.363317
GridironFootballPlayer	Embryology	+	+	0.694679
Event	SoccerClub	+	+	0.694679
SoftballLeague	College	+	+	0.694679
FigureSkater	Airline	+	+	0.694679
PokerPlayer	ComicsCharacter	-	+	0.694679
Airport	Scientist	+	+	0.720180
Hotel	MusicalWork	+	+	0.694679
SnookerWorldRanking	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
IceHockeyPlayer	Architect	-	+	0.694679
Bacteria	Settlement	+	+	0.910110
BasketballTeam	MemberOfParliament	+	+	0.694679
Album	AustralianRulesFootballPlayer	+	+	0.694679
ProgrammingLanguage	FilmFestival	+	+	0.694679
MusicFestival	Eukaryote	+	+	0.694679
Boxer	MilitaryPerson	-	+	0.694679
Congressman	Spacecraft	+	+	0.904220
GovernmentAgency	ResearchProject	+	+	0.694679
Ginkgo	RugbyLeague	+	+	0.694679
Database	PokerPlayer	+	+	0.694679
Bird	Mountain	+	+	0.986344
Philosopher	Bone	+	+	0.941226
SnookerChamp	MeanOfTransportation	+	+	0.694679
BodyOfWater	Infrastructure	+	+	0.694679
Eukaryote	Broadcaster	+	+	0.705867
SpeedwayTeam	MartialArtist	+	+	0.694679
NaturalPlace	Band	+	+	0.694679
PeriodicalLiterature	Protein	+	+	0.694679
Animal	Airport	+	+	0.720180
RouteOfTransportation	EurovisionSongContestEntry	+	+	0.694679
HockeyTeam	Mountain	+	+	0.694679
Criminal	LunarCrater	+	+	0.694679
Eukaryote	Disease	+	+	0.967095
Chancellor	RecordLabel	+	+	0.694679
GreenAlga	Crustacean	+	+	0.694679
Chancellor	Single	+	+	0.969250
NationalCollegiateAthleticAssociationAthlete	Animal	+	+	0.694679
FilmFestival	Lighthouse	+	+	0.694679
MixedMartialArtsLeague	MountainRange	+	+	0.694679
Legislature	WrestlingEvent	+	+	0.694679
BadmintonPlayer	Governor	-	+	0.694679
WrittenWork	AdultActor	+	+	0.694679
Comedian	NascarDriver	-	+	0.694679
NascarDriver	Town	+	+	0.694679
MemberOfParliament	FloweringPlant	+	+	0.694679
Database	AmericanFootballTeam	+	+	0.694679
Name	Single	+	+	0.720180
ProgrammingLanguage	Award	+	+	0.694679
Currency	SnookerChamp	+	+	0.694679
Cycad	Convention	+	+	0.967095
Grape	Station	+	+	0.720180
ArchitecturalStructure	FictionalCharacter	+	+	0.694679
OfficeHolder	Work	+	+	0.948349
Locomotive	IceHockeyPlayer	+	+	0.694679
LegalCase	MeanOfTransportation	+	+	0.694679
Cardinal	ComicsCharacter	-	+	0.694679
SnookerPlayer	MilitaryConflict	+	+	0.694679
Film	OfficeHolder	+	+	0.720180
Race	HockeyTeam	+	+	0.694679
TennisLeague	BadmintonPlayer	+	+	0.694679
MusicFestival	VideogamesLeague	+	+	0.694679
Grape	ArchitecturalStructure	+	+	0.694679
AdministrativeRegion	GrandPrix	+	+	0.694679
Single	Journalist	+	+	0.969250
Actor	YearInSpaceflight	+	+	0.694679
AmericanFootballTeam	AdministrativeRegion	+	+	0.694679
Restaurant	Bone	+	+	0.753380
Wrestler	Astronaut	-	+	0.705867
SpaceStation	Bird	+	+	0.694679
SoccerPlayer	WomensTennisAssociationTournament	+	+	0.694679
PublicTransitSystem	Criminal	+	+	0.694679
MilitaryConflict	GovernmentAgency	+	+	0.694679
SpaceShuttle	SportsEvent	+	+	0.694679
Cardinal	FieldHockeyLeague	+	+	0.694679
Name	Weapon	+	-	0.363317
Stream	MartialArtist	+	+	0.694679
Language	GovernmentAgency	+	+	0.694679
Conifer	GovernmentAgency	+	+	0.694679
VolleyballLeague	Congressman	+	+	0.694679
Band	BritishRoyalty	+	+	0.694679
TelevisionEpisode	Insect	+	+	0.694679
GridironFootballPlayer	SportsTeam	+	+	0.694679
Bone	Moss	+	+	0.874821
SportsTeam	BritishRoyalty	+	+	0.694679
IceHockeyPlayer	LegalCase	+	+	0.694679
Athlete	Race	+	-	0.363317
IceHockeyLeague	GivenName	+	+	0.694679
GrandPrix	ChemicalCompound	+	+	0.694679
BasketballLeague	HistoricBuilding	+	+	0.694679
AdultActor	ArchitecturalStructure	+	+	0.694679
CollegeCoach	Newspaper	+	+	0.694679
BodyOfWater	Cycad	+	+	0.694679
Road	Stadium	+	+	0.720180
Scientist	GreenAlga	+	+	0.694679
GridironFootballPlayer	RecordLabel	+	+	0.694679
Language	Monarch	+	+	0.969250
SpeedwayLeague	VideogamesLeague	+	+	0.547097
ClubMoss	InlineHockeyLeague	+	+	0.694679
Album	Newspaper	+	+	0.505541
Company	ShoppingMall	+	+	0.694679
Conifer	RugbyPlayer	+	+	0.694679
Insect	Band	+	-	0.363317
EducationalInstitution	TradeUnion	+	+	0.694679
Cyclist	Stream	+	+	0.986344
Spacecraft	Person	+	-	0.347293
OlympicResult	Magazine	+	+	0.694679
BodyOfWater	TennisLeague	+	+	0.694679
SupremeCourtOfTheUnitedStatesCase	AmericanFootballPlayer	+	+	0.694679
SpeedwayTeam	RecordLabel	+	+	0.694679
VideoGame	ClubMoss	+	+	0.694679
EducationalInstitution	GolfLeague	+	+	0.694679
Artery	Arachnid	+	+	0.843148
Muscle	Currency	+	+	0.720180
SportsEvent	Valley	+	+	0.694679
GolfLeague	Drug	+	+	0.694679
TelevisionShow	FloweringPlant	+	+	0.694679
FictionalCharacter	RadioStation	+	+	0.694679
FigureSkater	SnookerChamp	-	+	0.694679
Colour	CanadianFootballLeague	+	+	0.694679
Stadium	Place	-	-	0.047419
BaseballPlayer	Work	+	+	0.694679
Plant	Judge	+	+	0.758258
SoccerLeague	Colour	+	+	0.694679
TradeUnion	Museum	+	+	0.694679
Tunnel	Non-ProfitOrganisation	+	+	0.694679
Insect	LacrosseLeague	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	TelevisionStation	+	+	0.694679
RadioStation	GridironFootballPlayer	+	+	0.694679
Film	EthnicGroup	+	+	0.694679
RoadTunnel	ClubMoss	+	+	0.694679
Governor	Magazine	+	+	0.720180
TelevisionEpisode	Lake	+	+	0.694679
Model	Cave	+	+	0.720180
EthnicGroup	Ambassador	+	+	0.694679
Film	HistoricPlace	+	+	0.694679
Archaea	SpeedwayTeam	+	+	0.694679
PopulatedPlace	Fish	+	+	0.694679
OfficeHolder	Broadcaster	+	+	0.705867
GolfPlayer	PeriodicalLiterature	+	+	0.694679
PublicTransitSystem	Park	+	+	0.694679
EurovisionSongContestEntry	VolleyballLeague	+	+	0.694679
BiologicalDatabase	Device	+	+	0.694679
Drug	IceHockeyLeague	+	+	0.694679
GrandPrix	CollegeCoach	+	+	0.694679
Book	Chancellor	+	+	0.941226
Award	OlympicResult	+	+	0.694679
GolfPlayer	Politician	-	+	0.694679
MusicalWork	Musical	-	-	0.166376
Lake	AutoRacingLeague	+	+	0.694679
MartialArtist	NaturalPlace	+	+	0.694679
Person	Archaea	+	+	0.694679
PopulatedPlace	MusicFestival	+	+	0.694679
GivenName	MilitaryPerson	+	+	0.694679
MilitaryUnit	Nerve	+	+	0.694679
Ambassador	SoccerClub	+	+	0.694679
Crustacean	Activity	+	+	0.941226
Country	SnookerWorldRanking	+	+	0.694679
Race	TennisPlayer	+	+	0.694679
Arachnid	Book	+	+	0.948349
Hospital	Cricketer	+	+	0.904220
Governor	Station	+	+	0.720180
Grape	Artist	+	+	0.720180
AcademicJournal	Broadcaster	+	+	0.694679
Mayor	OlympicResult	+	+	0.694679
BasketballTeam	Theatre	+	+	0.694679
University	SpeedwayTeam	+	+	0.694679
Airport	GaelicGamesPlayer	+	+	0.694679
OfficeHolder	NascarDriver	-	+	0.694679
ComicsCreator	SoccerLeague	+	+	0.694679
ChemicalSubstance	PlayboyPlaymate	+	+	0.694679
Colour	Embryology	+	+	0.705867
Organisation	MusicGenre	+	+	0.694679
Mammal	Activity	+	+	0.941226
Muscle	Politician	+	+	0.720180
TennisLeague	Stadium	+	+	0.694679
Grape	Gnetophytes	+	+	0.694679
YearInSpaceflight	Governor	+	+	0.694679
Device	Tunnel	+	+	0.720180
ProtectedArea	Database	+	+	0.694679
Currency	Gnetophytes	+	+	0.694679
GaelicGamesPlayer	MixedMartialArtsEvent	+	+	0.694679
Holiday	IceHockeyPlayer	+	+	0.694679
RecordLabel	Library	+	+	0.694679
MeanOfTransportation	PoliticalParty	+	+	0.694679
ProgrammingLanguage	School	+	+	0.694679
Airport	Album	+	+	0.720180
YearInSpaceflight	InlineHockeyLeague	+	+	0.694679
GridironFootballPlayer	SpaceStation	+	+	0.694679
Beverage	BiologicalDatabase	+	+	0.694679
Writer	University	+	-	0.363317
AmericanFootballTeam	IceHockeyLeague	+	+	0.694679
EthnicGroup	Song	+	+	0.694679
SoftballLeague	Criminal	+	+	0.694679
Website	Conifer	+	+	0.904220
SportsEvent	SnookerChamp	+	+	0.694679
Airline	Food	+	+	0.967095
FictionalCharacter	FloweringPlant	+	+	0.694679
SpaceStation	SportsLeague	+	+	0.694679
Athlete	Fern	+	+	0.705867
FormulaOneRacer	Tunnel	+	+	0.694679
LacrosseLeague	MilitaryConflict	+	+	0.694679
NaturalPlace	Broadcaster	+	+	0.694679
ChemicalCompound	Congressman	+	+	0.694679
OlympicResult	Bridge	+	+	0.694679
MilitaryUnit	PowerStation	+	+	0.694679
PowerStation	ChristianBishop	+	+	0.694679
Convention	Fungus	+	+	0.969250
FormulaOneRacer	ComicsCharacter	-	+	0.694679
College	Park	+	+	0.758258
Airline	City	+	+	0.705867
YearInSpaceflight	CricketLeague	+	+	0.694679
Organisation	Brain	+	-	0.363317
PopulatedPlace	PoliticalParty	+	+	0.694679
Holiday	Reptile	+	+	0.969250
Park	SnookerWorldRanking	+	+	0.694679
Mammal	Hospital	+	+	0.843148
FictionalCharacter	Name	+	+	0.694679
MemberOfParliament	Monarch	-	+	0.694679
Infrastructure	Spacecraft	+	+	0.967095
SoftballLeague	Artist	+	+	0.694679
Sport	SnookerPlayer	+	+	0.694679
TelevisionShow	ProtectedArea	+	+	0.694679
AutoRacingLeague	SoftballLeague	+	+	0.547097
College	EthnicGroup	+	+	0.694679
Ambassador	President	-	-	0.363317
SportsLeague	Website	+	+	0.694679
Brain	LacrosseLeague	+	+	0.694679
Tunnel	Conifer	+	+	0.910110
Cycad	Species	-	+	0.719406
Cycad	GolfLeague	+	+	0.694679
Place	Database	+	+	0.948349
SupremeCourtOfTheUnitedStatesCase	Artery	+	+	0.694679
GreenAlga	Automobile	+	+	0.694679
MixedMartialArtsLeague	Company	+	+	0.694679
Island	SoccerManager	+	+	0.694679
Project	River	+	+	0.995573
EthnicGroup	FootballMatch	+	+	0.694679
MartialArtist	Park	+	+	0.694679
Website	MemberOfParliament	+	+	0.694679
SpaceMission	MixedMartialArtsLeague	+	+	0.694679
University	Lighthouse	+	+	0.720180
SupremeCourtOfTheUnitedStatesCase	MeanOfTransportation	+	+	0.694679
CanadianFootballLeague	Convention	+	+	0.694679
ShoppingMall	Mayor	+	+	0.694679
Disease	Holiday	+	+	0.969250
Planet	Ginkgo	+	+	0.720180
Legislature	Stadium	+	+	0.995573
Non-ProfitOrganisation	Organisation	-	-	0.017113
AustralianRulesFootballPlayer	University	+	+	0.694679
PeriodicalLiterature	Spacecraft	+	+	0.694679
EthnicGroup	Airport	+	+	0.694679
AutoRacingLeague	Museum	+	+	0.694679
ChemicalSubstance	BaseballLeague	+	+	0.694679
Stream	Boxer	+	+	0.910110
Automobile	Settlement	+	+	0.910110
LaunchPad	AcademicJournal	+	+	0.694679
TelevisionShow	Astronaut	+	+	0.694679
CollegeCoach	SnookerWorldRanking	+	+	0.694679
Olympics	EducationalInstitution	+	+	0.694679
AutomobileEngine	SoccerManager	+	+	0.694679
Continent	Work	+	+	0.720180
FigureSkater	Settlement	+	+	0.694679
Mayor	Holiday	+	+	0.969250
Gnetophytes	Cricketer	+	+	0.694679
SnookerWorldRanking	Rocket	+	+	0.694679
Model	Congressman	-	-	0.363317
TelevisionEpisode	Person	+	+	0.694679
Weapon	SoccerClub	+	+	0.694679
MusicFestival	EurovisionSongContestEntry	+	+	0.694679
EducationalInstitution	RugbyLeague	+	+	0.694679
SnookerPlayer	VideogamesLeague	+	+	0.694679
Embryology	Broadcaster	+	+	0.967095
Award	Play	+	-	0.363317
IceHockeyLeague	ComicsCreator	+	+	0.694679
Spacecraft	HistoricBuilding	+	+	0.694679
IceHockeyPlayer	GrandPrix	+	+	0.694679
SoccerManager	AustralianRulesFootballPlayer	-	+	0.694679
SoccerManager	VideoGame	+	+	0.694679
PowerStation	Animal	+	+	0.694679
SnookerWorldRanking	Governor	+	+	0.694679
Aircraft	InlineHockeyLeague	+	+	0.694679
EducationalInstitution	Country	+	+	0.694679
Archaea	GivenName	+	+	0.694679
Newspaper	Ambassador	+	+	0.720180
RugbyPlayer	BodyOfWater	+	+	0.694679
EducationalInstitution	Cave	+	+	0.694679
PlayboyPlaymate	PokerPlayer	-	+	0.547097
Valley	RailwayTunnel	+	+	0.694679
WrittenWork	RadioStation	+	+	0.694679
NaturalPlace	Bird	+	+	0.694679
TennisLeague	FieldHockeyLeague	+	+	0.547097
OfficeHolder	Colour	+	+	0.986344
Stadium	LunarCrater	+	+	0.694679
MotorcycleRacingLeague	MusicalArtist	+	+	0.694679
SoccerLeague	GridironFootballPlayer	+	+	0.694679
Cave	Software	+	+	0.995573
BasketballLeague	Chancellor	+	+	0.694679
EthnicGroup	Philosopher	+	+	0.694679
Infrastructure	BiologicalDatabase	+	+	0.694679
PoliticalParty	OlympicResult	+	+	0.694679
SoccerManager	Senator	-	+	0.694679
Protein	HistoricPlace	+	+	0.694679
Song	GaelicGamesPlayer	+	+	0.694679
WrittenWork	Aircraft	+	+	0.694679
AmericanFootballTeam	Band	+	+	0.694679
Stadium	Lake	+	+	0.910110
WineRegion	RugbyLeague	+	+	0.694679
GridironFootballPlayer	Vein	+	+	0.694679
Event	Mollusca	+	+	0.904220
RecordLabel	Organisation	-	-	0.165610
AdministrativeRegion	Language	+	+	0.694679
Name	Beverage	+	+	0.505541
AcademicJournal	Mollusca	+	+	0.694679
TelevisionShow	GivenName	+	+	0.694679
Vein	Hospital	+	+	0.720180
Judge	Work	+	+	0.948349
RailwayLine	HistoricBuilding	+	+	0.694679
Film	EducationalInstitution	+	+	0.694679
GovernmentAgency	GridironFootballPlayer	+	+	0.694679
Database	GreenAlga	+	+	0.694679
BasketballTeam	Project	+	+	0.694679
CricketLeague	PopulatedPlace	+	+	0.694679
Congressman	School	+	+	0.910110
PublicTransitSystem	InlineHockeyLeague	+	+	0.694679
AutomobileEngine	MixedMartialArtsLeague	+	+	0.694679
FootballMatch	ComicsCharacter	+	+	0.694679
WrittenWork	President	+	+	0.694679
TennisPlayer	Animal	+	+	0.694679
RoadTunnel	LegalCase	+	+	0.694679
PoloLeague	Game	+	+	0.694679
Mountain	Language	+	+	0.720180
NascarDriver	Cardinal	-	+	0.694679
PeriodicalLiterature	Settlement	+	+	0.694679
CanadianFootballTeam	Name	+	+	0.694679
Airport	Brain	+	+	0.720180
Database	VideogamesLeague	+	+	0.694679
Non-ProfitOrganisation	Lymph	+	+	0.694679
Non-ProfitOrganisation	River	+	+	0.694679
Philosopher	Nerve	+	+	0.956127
Saint	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
FootballMatch	Country	+	+	0.694679
Saint	AmericanFootballTeam	+	+	0.694679
Brain	MusicFestival	+	+	0.694679
Infrastructure	SpeedwayTeam	+	+	0.694679
